employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,close_break,break_required,illegal_breaks_max,illegal_breaks_min,violations_max,violations_min,pay_rate,expected_pay,true_pay_max,true_pay_min,violation_loss_max,violation_loss_min,Unnamed: 21,Unnamed: 22,Unnamed: 23
1429,2024,8.0,4.25,3.75,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,8.0,4.25,3.75,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,7.933333333,4.366666667,3.566666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,130.9,130.9,130.9,0.0,0.0,,,
1429,2024,7.966666667,4.583333333,3.383333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.45,131.45,131.45,0.0,0.0,,,
1429,2024,8.0,4.483333333,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,8.0,4.483333333,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,8.05,4.5,3.55,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,132.825,132.825,132.825,0.0,0.0,,,
1429,2024,7.966666667,4.433333333,3.533333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.45,131.45,131.45,0.0,0.0,,,
1429,2024,8.05,4.5,3.55,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.825,132.825,132.825,0.0,0.0,,,
1429,2024,8.033333333,4.45,3.583333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.55,132.55,132.55,0.0,0.0,,,
1429,2024,9.033333333,4.416666667,4.616666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,149.05,149.05,149.05,0.0,0.0,,,
1429,2024,9.0,4.5,4.5,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,148.5,148.5,148.5,0.0,0.0,,,
1429,2024,9.033333333,4.55,4.483333333,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,149.05,149.05,149.05,0.0,0.0,,,
1429,2024,9.05,4.566666667,4.483333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,149.325,149.325,149.325,0.0,0.0,,,
1429,2024,9.033333333,4.483333333,4.55,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,149.05,149.05,149.05,0.0,0.0,,,
1429,2024,8.033333333,4.45,3.583333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.55,132.55,132.55,0.0,0.0,,,
1429,2024,8.083333333,4.5,3.583333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,133.375,133.375,133.375,0.0,0.0,,,
1429,2024,8.066666667,4.5,3.566666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,133.1,133.1,133.1,0.0,0.0,,,
1429,2024,8.05,4.466666667,3.583333333,0.0,32,0,1,0,Y,OK,OK,0,0,16.5,132.825,132.825,132.825,0.0,0.0,,,
1429,2024,8.066666667,4.416666667,3.65,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,133.1,133.1,133.1,0.0,0.0,,,
1429,2024,8.066666667,4.5,3.566666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,133.1,133.1,133.1,0.0,0.0,,,
1429,2024,8.05,4.433333333,3.616666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.825,132.825,132.825,0.0,0.0,,,
1429,2024,8.05,4.533333333,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.825,132.825,132.825,0.0,0.0,,,
1429,2024,8.016666666,4.516666667,3.5,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.275,132.275,132.275,0.0,0.0,,,
1429,2024,8.033333333,4.5,3.533333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.55,132.55,132.55,0.0,0.0,,,
1429,2024,8.033333334,4.516666667,3.516666667,0.0,32,0,1,0,Y,OK,OK,0,0,16.5,132.55,132.55,132.55,0.0,0.0,,,
1429,2024,8.033333333,4.483333333,3.55,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.55,132.55,132.55,0.0,0.0,,,
1429,2024,8.0,4.483333333,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,7.966666667,4.55,3.416666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.45,131.45,131.45,0.0,0.0,,,
1429,2024,8.0,4.533333333,3.466666667,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,8.0,4.466666667,3.533333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,7.966666667,4.466666667,3.5,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.45,131.45,131.45,0.0,0.0,,,
1429,2024,7.983333333,4.433333333,3.55,0.0,33,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,8.016666667,4.5,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.275,132.275,132.275,0.0,0.0,,,
1429,2024,7.983333333,4.483333333,3.5,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,8.0,4.483333333,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,7.983333334,4.466666667,3.516666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,8.0,4.5,3.5,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,132.0,132.0,132.0,0.0,0.0,,,
1429,2024,7.983333333,4.533333333,3.45,0.0,32,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,7.983333334,4.516666667,3.466666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,7.983333333,4.45,3.533333333,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,7.983333333,4.533333333,3.45,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,8.016666667,4.566666667,3.45,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,132.275,132.275,132.275,0.0,0.0,,,
1429,2024,7.983333333,4.5,3.483333333,0.0,30,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,7.983333333,4.55,3.433333333,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
1429,2024,7.983333333,4.416666667,3.566666667,0.0,31,0,1,0,Y,OK,OK,0,0,16.5,131.725,131.725,131.725,0.0,0.0,,,
