employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,break_required,illegal_breaks,violations
1887,2021,8.083333333,4.3,3.783333333,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
1887,2021,8.133333333,4.266666667,3.866666667,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
1887,2021,8.2,4.333333333,3.866666667,0.0,0.5166666666,0.0,1,Y,OK,0
1887,2021,8.15,4.383333333,3.766666667,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
1887,2021,4.716666667,4.716666667,0.0,0.0,0.0,0.0,0,N,OK,0
1887,2021,8.1,4.35,3.75,0.0,0.5166666666,0.0,1,Y,OK,0
1887,2021,8.166666667,4.35,3.816666667,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
1887,2021,8.083333333,4.283333333,3.8,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.133333333,4.366666667,3.766666667,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
1887,2021,8.033333333,4.383333333,3.65,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.033333334,4.316666667,3.716666667,0.0,0.5166666666,0.0,1,Y,OK,0
1887,2021,7.7,4.433333333,3.266666667,0.0,0.4500000001,0.0,1,Y,VIOLATION,1
1887,2021,8.1,4.35,3.75,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
1887,2021,8.133333333,4.333333333,3.8,0.0,0.5166666668,0.0,1,Y,OK,0
1887,2021,8.133333333,4.4,3.733333333,0.0,0.4666666668,0.0,1,Y,VIOLATION,1
1887,2021,8.083333333,4.366666667,3.716666667,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.133333333,4.283333333,3.85,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.116666667,4.4,3.716666667,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
1887,2021,8.0,4.316666667,3.683333333,0.0,0.5333333333,0.0,1,Y,OK,0
1887,2021,8.183333333,4.433333333,3.75,0.0,0.4499999999,0.0,1,Y,VIOLATION,1
1887,2021,8.1,4.383333333,3.716666667,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
1887,2021,8.1,4.4,3.7,0.0,0.5166666668,0.0,1,Y,OK,0
1887,2021,8.216666667,4.383333333,3.833333333,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.1,4.35,3.75,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.1,4.283333333,3.816666667,0.0,0.5166666668,0.0,1,Y,OK,0
1887,2021,8.05,4.316666667,3.733333333,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
1887,2021,7.983333333,4.25,3.733333333,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.116666667,4.383333333,3.733333333,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
1887,2021,8.066666667,4.316666667,3.75,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.166666667,4.516666667,3.65,0.0,0.5333333333,0.0,1,Y,OK,0
1887,2021,8.066666667,4.383333333,3.683333333,0.0,0.5000000001,0.0,1,Y,OK,0
1887,2021,8.1,4.333333333,3.766666667,0.0,0.5166666668,0.0,1,Y,OK,0
1887,2021,8.083333333,4.366666667,3.716666667,0.0,0.5166666666,0.0,1,Y,OK,0
1887,2021,8.05,4.283333333,3.766666667,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
