employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,close_break,break_required,illegal_breaks_max,illegal_breaks_min,violations_max,violations_min,pay_rate,expected_pay,true_pay_max,true_pay_min,violation_loss_max,violation_loss_min,Unnamed: 21,Unnamed: 22,Unnamed: 23
7111,2021,7.5,3.0,4.5,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,131.25,131.25,131.25,0.0,0.0,,,
7111,2021,7.5,3.0,4.5,0.0,31,0,1,0,Y,OK,OK,0,0,17.5,131.25,131.25,131.25,0.0,0.0,,,
7111,2021,7.516666667,4.333333333,3.183333333,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,131.5416667,131.5416667,131.5416667,0.0,0.0,,,
7111,2021,7.416666667,4.216666667,3.2,0.0,0,0,0,0,Y,VIOLATION,VIOLATION,1,1,17.5,129.7916667,147.2916667,147.2916667,-17.5,-17.5,,,
7111,2021,7.516666667,4.2,3.316666667,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,131.5416667,131.5416667,131.5416667,0.0,0.0,,,
7111,2021,6.533333333,4.216666667,2.316666667,0.0,34,0,1,0,Y,OK,OK,0,0,17.5,114.3333333,114.3333333,114.3333333,0.0,0.0,,,
7111,2021,7.6,4.566666667,3.033333333,0.0,31,0,1,0,Y,OK,OK,0,0,17.5,133.0,133.0,133.0,0.0,0.0,,,
7111,2021,7.433333333,4.35,3.083333333,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,130.0833333,130.0833333,130.0833333,0.0,0.0,,,
7111,2021,7.383333333,4.75,2.633333333,0.0,29,0,1,0,Y,OK,OK,0,0,17.5,129.2083333,129.2083333,129.2083333,0.0,0.0,,,
7111,2021,7.316666667,4.266666667,3.05,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,128.0416667,128.0416667,128.0416667,0.0,0.0,,,
7111,2021,7.166666667,4.5,2.666666667,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,125.4166667,125.4166667,125.4166667,0.0,0.0,,,
7111,2021,7.433333333,4.533333333,2.9,0.0,30,0,1,0,Y,OK,OK,0,0,17.5,130.0833333,130.0833333,130.0833333,0.0,0.0,,,
7111,2021,7.516666667,4.333333333,3.183333333,0.0,32,0,1,0,Y,OK,OK,0,0,17.5,131.5416667,131.5416667,131.5416667,0.0,0.0,,,
7111,2021,7.383333333,4.233333333,3.15,0.0,31,0,1,0,Y,OK,OK,0,0,17.5,129.2083333,129.2083333,129.2083333,0.0,0.0,,,
