employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,break_required,illegal_breaks,violations
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.0,4.25,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,8.366666667,4.75,3.616666667,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,7.966666667,4.3,3.666666667,0.0,0.5333333333,0.0,1,Y,OK,0
2716,2021,7.933333333,4.233333333,3.7,0.0,0.5333333333,0.0,1,Y,OK,0
2716,2021,7.983333333,4.25,3.733333333,0.0,0.5166666666,0.0,1,Y,OK,0
2716,2021,7.95,4.233333333,3.716666667,0.0,0.55,0.0,1,Y,OK,0
2716,2021,8.05,4.283333333,3.766666667,0.0,0.5166666666,0.0,1,Y,OK,0
2716,2021,7.966666667,4.233333333,3.733333333,0.0,0.5000000001,0.0,1,Y,OK,0
2716,2021,7.9,4.2,3.7,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
2716,2021,7.983333333,4.266666667,3.716666667,0.0,0.5000000001,0.0,1,Y,OK,0
2716,2021,7.166666667,0.95,2.716666667,3.5,0.8666666667,0.4833333333,2,Y,OK,0
2716,2021,6.533333333,4.233333333,2.3,0.0,0.5166666666,0.0,1,Y,OK,0
2716,2021,7.816666667,4.15,3.666666667,0.0,0.5000000001,0.0,1,Y,OK,0
2716,2021,7.933333333,4.2,3.733333333,0.0,0.5000000001,0.0,1,Y,OK,0
2716,2021,7.983333334,4.266666667,3.716666667,0.0,0.5499999999,0.0,1,Y,OK,0
