employee_id,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks
8863.0,5.5,4.5,1.0,0.0,0.4999999999,0.0,1.0
8863.0,5.5,4.5,1.0,0.0,0.4999999999,0.0,1.0
8863.0,5.5,4.5,1.0,0.0,0.4999999999,0.0,1.0
8863.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
8863.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8863.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0
8863.0,4.983333333,4.983333333,0.0,0.0,0.0,0.0,0.0
8863.0,4.716666667,4.716666667,0.0,0.0,0.0,0.0,0.0
8863.0,4.783333333,4.783333333,0.0,0.0,0.0,0.0,0.0
8863.0,3.966666667,3.966666667,0.0,0.0,0.0,0.0,0.0
8863.0,4.916666667,4.916666667,0.0,0.0,0.0,0.0,0.0
8863.0,4.316666667,4.316666667,0.0,0.0,0.0,0.0,0.0
8863.0,3.883333333,3.883333333,0.0,0.0,0.0,0.0,0.0
8863.0,4.733333333,4.733333333,0.0,0.0,0.0,0.0,0.0
