employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,close_break,break_required,illegal_breaks_max,illegal_breaks_min,violations_max,violations_min,pay_rate,expected_pay,true_pay_max,true_pay_min,violation_loss_max,violation_loss_min,Unnamed: 21,Unnamed: 22,Unnamed: 23
8863,2024,5.5,4.5,1.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,88.0,104.0,88.0,-16.0,0.0,,,
8863,2024,5.5,4.5,1.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,88.0,104.0,88.0,-16.0,0.0,,,
8863,2024,5.5,4.5,1.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,88.0,104.0,88.0,-16.0,0.0,,,
8863,2024,4.0,4.0,0.0,0.0,0,0,0,0,N,OK,OK,0,0,16.0,64.0,64.0,64.0,0.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,0,0,0,0,C,VIOLATION,OK,1,0,16.0,80.0,96.0,80.0,-16.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,25,0,1,0,C,OK,OK,0,0,16.0,80.0,80.0,80.0,0.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,28,0,1,1,C,OK,OK,0,0,16.0,80.0,80.0,80.0,0.0,0.0,,,
8863,2024,4.0,4.0,0.0,0.0,30,0,1,0,N,OK,OK,0,0,16.0,64.0,64.0,64.0,0.0,0.0,,,
8863,2024,5.0,5.0,0.0,0.0,29,0,1,0,C,OK,OK,0,0,16.0,80.0,80.0,80.0,0.0,0.0,,,
8863,2024,3.5,3.5,0.0,0.0,27,0,1,1,N,OK,OK,0,0,16.0,56.0,56.0,56.0,0.0,0.0,,,
8863,2024,4.983333333,4.983333333,0.0,0.0,27,0,1,1,N,OK,OK,0,0,16.0,79.73333333,79.73333333,79.73333333,0.0,0.0,,,
8863,2024,4.716666667,4.716666667,0.0,0.0,28,0,1,1,N,OK,OK,0,0,16.0,75.46666667,75.46666667,75.46666667,0.0,0.0,,,
8863,2024,4.783333333,4.783333333,0.0,0.0,29,0,1,0,N,OK,OK,0,0,16.0,76.53333333,76.53333333,76.53333333,0.0,0.0,,,
8863,2024,3.966666667,3.966666667,0.0,0.0,29,0,1,0,N,OK,OK,0,0,16.0,63.46666667,63.46666667,63.46666667,0.0,0.0,,,
8863,2024,4.916666667,4.916666667,0.0,0.0,26,0,1,1,N,OK,OK,0,0,16.0,78.66666667,78.66666667,78.66666667,0.0,0.0,,,
8863,2024,4.316666667,4.316666667,0.0,0.0,26,0,1,1,N,OK,OK,0,0,16.0,69.06666667,69.06666667,69.06666667,0.0,0.0,,,
8863,2024,3.883333333,3.883333333,0.0,0.0,29,0,1,0,N,OK,OK,0,0,16.0,62.13333333,62.13333333,62.13333333,0.0,0.0,,,
8863,2024,4.733333333,4.733333333,0.0,0.0,27,0,1,1,N,OK,OK,0,0,16.0,75.73333333,75.73333333,75.73333333,0.0,0.0,,,
