employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,break_required,illegal_breaks,violations
9965,2021,8.1,4.416666667,3.683333333,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
9965,2021,7.933333334,4.216666667,3.716666667,0.0,0.5666666666,0.0,1,Y,OK,0
9965,2021,7.816666667,4.016666667,3.8,0.0,0.5166666668,0.0,1,Y,OK,0
9965,2021,7.833333333,4.133333333,3.7,0.0,0.55,0.0,1,Y,OK,0
9965,2021,7.783333333,4.083333333,3.7,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,7.5,3.816666667,3.683333333,0.0,0.5333333333,0.0,1,Y,OK,0
9965,2021,8.083333333,4.366666667,3.716666667,0.0,0.5333333333,0.0,1,Y,OK,0
9965,2021,7.816666667,4.116666667,3.7,0.0,0.5333333333,0.0,1,Y,OK,0
9965,2021,7.966666667,4.216666667,3.75,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,8.1,4.35,3.75,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
9965,2021,8.066666667,4.383333333,3.683333333,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,7.966666667,4.233333333,3.733333333,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,8.033333334,4.183333333,3.85,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,7.933333333,4.266666667,3.666666667,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
9965,2021,7.716666667,4.0,3.716666667,0.0,0.55,0.0,1,Y,OK,0
9965,2021,7.866666667,4.15,3.716666667,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,7.8,4.1,3.7,0.0,0.5166666668,0.0,1,Y,OK,0
9965,2021,8.066666667,4.316666667,3.75,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,9.5,4.5,5.0,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,11.5,4.5,7.0,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,4.0,4.0,0.0,0.0,0.0,0.0,0,N,OK,0
9965,2021,7.966666667,4.316666667,3.65,0.0,0.5833333333,0.0,1,Y,OK,0
9965,2021,8.1,4.4,3.7,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
9965,2021,7.933333333,4.183333333,3.75,0.0,0.55,0.0,1,Y,OK,0
9965,2021,8.116666667,4.35,3.766666667,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,8.05,4.316666667,3.733333333,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,1.05,1.05,0.0,0.0,0.0,0.0,0,N,OK,0
9965,2021,7.816666667,4.133333333,3.683333333,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,7.916666667,4.15,3.766666667,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,8.1,4.4,3.7,0.0,0.4833333333,0.0,1,Y,VIOLATION,1
9965,2021,7.95,4.45,3.5,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,7.9,4.25,3.65,0.0,0.4999999999,0.0,1,Y,VIOLATION,1
9965,2021,7.916666667,4.2,3.716666667,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,8.0,4.233333333,3.766666667,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,5.466666667,4.283333333,1.183333333,0.0,0.4666666666,0.0,1,C,VIOLATION,1
9965,2021,7.716666667,4.033333333,3.683333333,0.0,0.5333333333,0.0,1,Y,OK,0
9965,2021,7.916666667,4.216666667,3.7,0.0,0.4666666666,0.0,1,Y,VIOLATION,1
9965,2021,7.866666667,4.183333333,3.683333333,0.0,0.5333333333,0.0,1,Y,OK,0
9965,2021,7.716666667,4.033333333,3.683333333,0.0,0.5166666666,0.0,1,Y,OK,0
9965,2021,8.1,4.366666667,3.733333333,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,8.083333333,4.416666667,3.666666667,0.0,0.5000000001,0.0,1,Y,OK,0
9965,2021,7.766666667,4.1,3.666666667,0.0,0.5166666666,0.0,1,Y,OK,0
