employee_id,year,total_time,time_period_1,time_period_2,time_period_3,break_1,break_2,num_breaks,close_break,break_required,illegal_breaks_max,illegal_breaks_min,violations_max,violations_min,pay_rate,expected_pay,true_pay_max,true_pay_min,violation_loss_max,violation_loss_min,Unnamed: 21,Unnamed: 22,Unnamed: 23
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,26,0,1,1,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,28,0,1,1,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,26,0,1,1,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.0,4.25,3.75,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.0,148.0,148.0,0.0,0.0,,,
9184,2023,8.066666667,4.366666667,3.7,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.066666667,4.65,3.416666667,0.0,32,0,1,0,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.05,4.466666667,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.116666667,4.466666667,3.65,0.0,28,0,1,1,Y,OK,OK,0,0,18.5,150.1583333,150.1583333,150.1583333,0.0,0.0,,,
9184,2023,8.066666667,4.466666667,3.6,0.0,28,0,1,1,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.083333333,4.466666667,3.616666667,0.0,31,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.05,4.45,3.6,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.15,4.533333333,3.616666667,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,150.775,150.775,150.775,0.0,0.0,,,
9184,2023,8.066666667,4.45,3.616666667,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.083333333,4.5,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.183333333,4.6,3.583333333,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,151.3916667,151.3916667,151.3916667,0.0,0.0,,,
9184,2023,8.1,4.466666667,3.633333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.85,149.85,149.85,0.0,0.0,,,
9184,2023,8.083333333,4.416666667,3.666666667,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.066666667,4.483333333,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.05,4.35,3.7,0.0,28,0,1,1,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.083333333,4.483333333,3.6,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.1,4.516666667,3.583333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.85,149.85,149.85,0.0,0.0,,,
9184,2023,8.15,4.516666667,3.633333333,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,150.775,150.775,150.775,0.0,0.0,,,
9184,2023,8.05,4.55,3.5,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.1,4.566666667,3.533333333,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.85,149.85,149.85,0.0,0.0,,,
9184,2023,8.05,4.5,3.55,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.083333333,4.4,3.683333333,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.05,4.416666667,3.633333333,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,148.925,148.925,148.925,0.0,0.0,,,
9184,2023,8.083333333,4.533333333,3.55,0.0,30,0,1,0,Y,OK,OK,0,0,18.5,149.5416667,149.5416667,149.5416667,0.0,0.0,,,
9184,2023,8.066666667,4.533333333,3.533333333,0.0,28,0,1,1,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.066666667,4.483333333,3.583333333,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,149.2333333,149.2333333,149.2333333,0.0,0.0,,,
9184,2023,8.016666667,4.5,3.516666667,0.0,29,0,1,0,Y,OK,OK,0,0,18.5,148.3083333,148.3083333,148.3083333,0.0,0.0,,,
